KEY,zh-CN
oldsave-requiredcontentpacksnotincluded,旧版本存档 - 未包含所需的内容包
onahlat^atinytaurianinstallationminesrareisotopesatonepole^whileattheother^aricketycollectionofscuttledshipsarechainedtogetherintoapiratestronghold*sometimes^insealedcavesinthetropics^theresanot-so-secretmarket*,在阿赫拉特 一座很小的金牛设施在星球的一极开采稀有同位素 而在另一极 众多坠毁船只上松垮垮的物事被栓到了一起 形成了一个海盗据点. 有时 在热带地区的封闭洞穴中 有一个不算秘密的市场.
onceagain^thedraconiscombinerequiresyourassistance^mercenary*youhaveserveduswellinthepast^sowewouldliketoentrustyouwiththismission*,再一次 天龙联合体需要你的帮助 佣兵. 你过去为我们提供了很好的服务 因此 我们希望将此任务委托给你.
onceapleasantterranworld^diconsclimatewasdisastrouslyruinedbystrip-miningofmetalsfromitscrust*miningoperationsstillcontinue^thoughthereislittleofvaluelefttoextractfromtheimpoverishedplanet*,迪孔曾经是一个宜人的类地星球 但由于对地壳中的金属进行露天开采 那里的气候遭到了灾难性的破坏. 尽管这颗贫瘠行星的开采价值已所剩无几 但采矿作业仍在继续.
oncethesecretfederatedcommonwealthalliancebetweenhousessteineranddavionwasdiscovered^thedraconiscombinearrangedhigh-leveltalksbetweentheleadersofthecombine^thecapellanconfederation^andthefreeworldsleague*despitethedeepdivisionsbetweenthem^coordinatortakashikuritawasabletopersuadetheotherstojoininathree-wayalliancetocountertheoverwhelmingpowerofadavion-steineralliance*theconcordofkapteynwassignedin3024^thoughtheallianceitcreatedwastenuousandfragile*,自从发现了施泰纳家族和达维恩家族之间秘密的联邦合众国同盟后 天龙联合体就安排了联合体 御夫星邦联和自由世界联盟领导人之间的高级别会谈. 尽管他们之间存在严重分歧 但协调人栗田孝还是说服其他人加入了三国同盟 以对抗达维恩-施泰纳同盟的压倒性力量. 卡普坦协约是在3024年签署的 但它所建立的同盟是脆弱的 不牢固的.
oneofthemostlegendarymercenarycompaniesintheinnersphere^thekellhoundswerefoundedin3010bymorganandpatrickkell*thekellhoundsquicklyrosetoprominenceinthesuccessorstatesthroughacombinationoftacticalacumen^strategicbrilliance^andsuperiortechnicalaptitude*theycontinuedtogrowandprosperuntil3016^withaclimacticduelbetweenmorgankellandyorinagakuritaofthedraconiscombinessecondswordoflight*thefightendedinadrawafteranimprobableseriesofeventspreventedkuritafromtargetingkellsmech*shortlythereafter^morgankellabruptlydisbandedtwo-thirdsofthekellhoundsandconsignedhimselftoalifeofexileinarelgiousretreatonzaniah*theremnantsofthekellhoundsliveonunderpatrickkell^buttheyareashadowoftheirformergreatness*,凯尔猎犬由摩根·凯尔和帕特里克·凯尔于3010年创立 是内天体最具传奇色彩的雇佣军公司之一. 凯尔猎犬凭借其战术上的敏锐 战略上的才华 以及高超的技术天分三者结合 迅速在继承国家中声名鹊起. 他们不断成长和繁荣 直到3016年 一场巅峰对决在摩根·凯尔和天龙联合体第2光之剑团的栗田赖永展开. 在一系列离奇事件阻止了栗田瞄准凯尔的机甲后 战斗以平局告终. 不久之后 摩根·凯尔突然遣散了三分之二的凯尔猎犬部队 自己在扎尼亚隐修 过起了流亡生活. 凯尔猎犬的余部在帕特里克·凯尔手下依然存在着 但它们已经大不如前.
theaurigancoalitionwasoriginallyformedasatradeagreementbetweensixwealthyandpowerfulfamilies^thefoundingfamilies*descendantsofthosefamiliesstylethemselveslordsandladies*,奥里根同盟最初是作为6个有钱有势的家族 即创始家族之间的贸易协定而成立的. 这些家族的后代自封为领主和女士.
thisistheheraldrydefforhousekurita,这是栗田家族的纹章
viewthestarmapoftheauriganreachtocheckyourcurrenttravelplanortoplotanewcourse*informationondistantplanetarysystemscanbeviewedheretohelpwithstrategicplanning*newlinenewlineformoreinformationonnavigatingthereach^talktosumire*,查看奥里根远邦的星图 以检查你当前的航行计划或绘制一条新航线. 有关远方行星系的信息可以在这里查看 以帮助进行策略规划.\n\n要了解更多关于在远邦导航的情况 和纯丽谈谈.
yorinagakurita,栗田赖永
oneofourpeoplehasbeenstayinginhigh-classaccomodationsprovidedbyourfriends^the{team_tar*factiondef*demonym}authorities*shesreadytomoveon^though^andsowedlikeyoutogoinandpickherup*hercurrentlandlordsprobablywontletherjustleave^however^soexpecttosettlesomearguments*theremightbeshootinginvolved*,有个我们的人一直待在由我们的朋友 {TEAM_TAR.FactionDef.Demonym}当局提供的高规格住处. 不过她已经准备走了 所以我们希望你能进去接她. 然而 她现在的"房东"可不会让她就这么走了 所以预计要解决一些争端. 可能会打上几枪.
oneofourpeoplehasbeenstayinginaccomodationsprovidedbyourfriends^the{team_tar*factiondef*demonym}authorities*shesreadytomoveon^though^andsowedlikeyoutogoinandpickherup*hercurrentlandlordsprobablywontletherjustleave^however^soexpecttosettlesomearguments*theremightbeshootinginvolved*,有个我们的人一直待在由我们的朋友 {TEAM_TAR.FactionDef.Demonym}当局提供的住处. 不过她已经准备走了 所以我们希望你能进去接她. 然而 她现在的"房东"可不会让她就这么走了 所以预计要解决一些争端. 可能会打上几枪.
oneormorecontractsinthisflashpointlimitsatleastoneofthedeploymentslotsinyourlancetoaminimumtonnage*expecttodroponeormoreheavier^highlyarmoredmechs*,这个闪点任务有一个或几份合约限制了你的小队中 至少一个部署空位的最小吨位. 期待空投一部或几部重型 高装甲的机甲.
order{tgt_mw*callsign}toputthewallbackwhereitwas*,命令{TGT_MW.Callsign}把墙装回原处.
order{tgt_mw*callsign}tostanddown*,命令{TGT_MW.Callsign}退下.
order{tgt_mw*callsign}tostayoutofthemechbayuntilworkiscompleted*,命令{TGT_MW.Callsign}在工作完成之前不许进入机甲库.
order{tgt_mw*callsign}tostop*,命令{TGT_MW.Callsign}停下.
orderdr*muradtorefusekellsrequest*,命令穆拉德博士拒绝凯尔的请求.
ourfriendsinthegallasroyalguardhaveprovideduswithcombatengineerstocollapsethepasses^buttaurianunitsintheareawilldestroythemiftheygetthechance*goinwithgunsblazingandattracttheirattention*anyenemiesthatyoufailtoengagewillmakeshortworkofourengineers*,我们在加拉斯王家卫队的朋友派给我们战斗工兵来炸塌山口 但这一地区的金牛部队一有机会就会消灭他们. 放枪去引开他们的注意. 任何没有和你交战的敌人都会迅速杀死我们的工兵.
outofaction,无法行动
outpostcastle,前哨堡垒
pilotingabattlemechforapiratecrewrequiresonlyacompletedisregardforpersonalsafety*withoutthemaintenancefacilitiesofanestablishedmilitaryormercenarycompany^allthatapiratemechwarriorcancountonisthatnomatterwhat^somethingaboardthemechwillbreakdowninbattle*,为海盗驾驶一部机甲只需要完全不顾个人安危就行. 没有成熟的军队或雇佣军公司的维护设施 一个海盗机甲战士能指望的就是无论如何 机甲上的某些东西不要在战斗中突然坏掉.
oneofoursourcesinsidea{team_tar*factiondef*demonym}lawenforcementfacilityjustreportedsomealarmingnews*somehow^theauthoritieshavegottentheirfilthyhandsononeofouraccountants^andtheyreinterrogatinghimforallourbusinesssecretsrightnow*thatsnotsomethingwerewillingtotolerate*wecanttakeanychancesonthisone^commander*weneedyoutoflattenthatfacility*,我们在{TEAM_TAR.FactionDef.Demonym}一处执法设施中的一个消息来源刚刚报告了一些令人惊恐的消息. 不知怎么搞的 当局对我们的一个会计伸出了肮脏的手 他们正在审问我们所有的商业机密. 那不是我们愿意容忍的事情. 这事我们不能冒险 指挥官. 我们需要你夷平那座设施.
oneofthefoundingworldsofthecapellanconfederation^leydaservedasasldfsupplydepotduringthereunificationwar*apleasantwaterworldwithseveralmajorcities^itisafavoredvacationspotforthewealthyandnoble*,莱达是御夫星邦联的创始星球之一 它在统一战争期间充当了星际联盟防卫军的补给站. 这是个拥有多个大城市的宜人丰水星球 是富人和贵族的首选度假地.
oneoftheoriginalplanetsofthetaurianconcordat^renfieldhasadeeppurplenutrient-richoceanthatproducestherawmaterialsformostoftheplanetsthrivingindustries*theresidentsareknownforbeingparticularlyantisocial*,伦菲尔德是金牛协约国最初的行星之一 拥有深紫色的富营养海洋 为星球上大多数欣欣向荣的工业出产原材料. 这里的居民以特别不合群著称.
oneofthethreeinhabitedworldsofthepleiades^electraisahighlypopulatedandindustrializedplanetwithextensivelyirrigatedfarmlandsinthemajorrivervalleys^anddeepminesinthedeserthighlands*,厄勒克特拉是七姐妹星团三颗有人类居住的星球之一 它是颗人口稠密 高度工业化的行星 在主要的河谷地带拥有大量的水浇田 在沙漠高地拥有深井.
oneofthethreeinhabitedworldsofthepleiades^maiaisthemoonofagasgiant^andthegravitywelloftheplanethascausedextensivevulcanismonthechilly^forestedmoon*researchandmanufacturingdominatemaiassprawlingindustrialcities*,迈亚是七姐妹星团三颗有人类居住的星球之一 它是一颗气态巨星的卫星 而这颗行星的重力井在这颗草木丛生的寒冷卫星上引起了大量的火山活动. 科研和制造业主导着迈亚上那些连绵不绝的工业城市群.
oneofthethreeinhabitedworldsofthepleiades^meropesclimateistheresultofstarleagueterraforming;giantboreholesdownintotheplanetsmantleheattheatmosphereandmaketheplanettemperateandpleasant*,墨洛珀是七姐妹星团三颗有人居住的星球之一 它的气候是星际联盟进行地球化的结果; 巨大的钻井钻入行星的地幔 加热了大气 使星球变得温和宜人.
oneormorecontractsinthisflashpointlimitsatleastoneofthedeploymentslotsinyourlancetoamaximumtonnage*expecttodroponeormorelighter^fastermechs*,这个闪点任务有一个或几份合约限制了你的小队中 至少一个部署空位的最大吨位. 期待空投一部或几部轻型 快速的机甲.
oneormorecontractsinthisflashpointlimittheminimumoveralllancetonnagethatcanbedroppedintobattle*expecttodropatleastoneheavier^highlyarmoredlance*,这个闪点任务有一个或几份合约限制了你的小队可以投入战斗的最小总吨位. 期待空投至少一支重型 高装甲的小队.
oneormorecontractsinthisflashpointlimitthemaximumoveralllancetonnagethatcanbedroppedintobattle*expecttodropatleastonelighter^fasterlance*,这个闪点任务有一个或几份合约限制了你的小队可以投入战斗的最大总吨位. 期待空投至少一支轻型 快速的小队.
onlyonebuildingstillstanding^commander*werecuttingitawfullyclose^here*,只剩下一座建筑物还在了 指挥官. 我们这儿快没时间了.
onlyonestructureleft^people*focusallfireonthatbuilding!,只剩下一个构筑物了 伙计们. 把所有火力都集中在那栋建筑上!
onnewganymede^acareerminerfindsnovelty:thevaluableoreisonthesurfacewhilethewaterisunderground*thetaurianconcordatalsomaintainsadesertwarfaretrainingfacilityinthepolarregion*,在新盖尼米得 一名职业矿工有了新奇的发现: 宝贵的矿石在地表 而水却在地下. 金牛协约国还在极地地区维持着一处沙漠作战训练设施.
ontheleftcornerofthescreenisalistofalltheweaponsandequipment(components)inyourinventory*ifacomponentcannotbeequippedbecausethemechdoesnothaveanassociatedhardpoint^itwillbeidentifiedbydiagonalstripes*,在屏幕左边是库存中所有武器和装备(部件)的清单. 如果一个部件因为机甲没有相应挂点而无法装备 它会被斜条纹标识出来.
onthischannel:{0},在这个频道: {0}
opponent,对手
opponentready!,对手准备完毕！
opponentswhoseidentitieswedontknowgivemeheartburn^commander*,那些身份不明的敌人让我感到烧心 指挥官.
optimal{0}m/,最佳{0}米 /
optimalrange,最佳射程
option,选项
optiona,选项A
optionb,选项B
optionc,选项C
orbitalbombardmentofdaolduringthefirstsuccessionwardestroyeditsclimateinaplanet-widefirestorm*theejectafromthemassdriverstrikesformedadangerousfieldofdebrisinorbit*,在第一次继承战争期间 对道尔的轨道轰炸产生了全球性的风暴性大火 摧毁了星球的气候. 质量加速器攻击产生的抛射物在轨道上形成了危险的碎片区域.
orbitalreconshowsagroupofmilitaryunitsinthevicinity;webelievethatstheobjective*,轨道侦察显示附近有一群军事单位; 我们相信那就是目标.
orbitalsurveillancesuggestsourtargetsareinthisregion*,轨道监视表明我们的目标就在这个区域.
orchidzhaoisdown^herbrotherisontherun^andtheflakjackalsareasgoodasdisbanded*thatlostechisours^commander*letsbringourpeoplehome*,奥尔基德·赵(赵兰)完了 她哥哥逃走了 同时高炮胡狼也等同于解散了. 那件失落技术是我们的了 指挥官. 带我们的人回家吧.
order{scn_mw*callsign}toknockitoff*,命令{SCN_MW.Callsign}住手.
order{tgt_mw*callsign}backtothemedbay*,命令{TGT_MW.Callsign}返回医务室.
order{tgt_mw*callsign}tofindanotherplacetoread*,命令{TGT_MW.Callsign}另找一个地方读书.
order{tgt_mw*callsign}topracticewhile{tgt_mw*subj}{tgt_mw*gender?nonbinary:recover|default:recovers}*,命令{TGT_MW.Callsign}在{TGT_MW.SUBJ}{TGT_MW.Gender?NonBinary:恢复|Default:恢复}的时候进行练习.
orderthembacktowork^singlingout{tgt_mw*callsign}*,命令他们回去工作 挑出{TGT_MW.Callsign}.
orderthemechwarriorstoworkthisoutlikeadults*,命令机甲战士像成年人一样解决这个问题.
orderyangtofinishthesupplyrunwhileyoubuythepilotadrink*,命令杨在你给驾驶员买酒的时候完成补给工作.
organizedcrimeboss,有组织犯罪头目
organizedcrimesyndicatescangrowtospanmultiplestarsystems^encompassingpirates^protectionrackets^andmurder-for-hire*itssteadyworkandincomeindangeroustimes*,有组织的犯罪辛迪加可以发展到跨越多个星系 包括海盗行为 收取保护费和雇佣杀手. 在危险的时期 这就是稳定的工作和收入.
organizepencil&paperexercises*,组织纸笔练习.
originalhitlocation,最初命中位置
originallyanindependentworld^diefenbakerwasoneoftheplanetsofferedmembershipinthetaurianconcordat^whichtheyaccepted*theworldhassincebeenconqueredbydavion^butthepeoplestillhaveastreakoffierceindependence*,迪芬贝克最初是一个独立的星球 得到了金牛协约国的加入邀请 而他们接受了. 这颗星球后来被达维恩所征服 但人民依然具有强烈的独立倾向.
ourapcsareheadingforthoseoff-lineturrets^commander*keepthemsafe^andourengineerswillhandletherest*,我们的装甲运兵车正驶向那些下线的炮台 指挥官. 保证它们的安全 我们的工程师会处理剩下的事情.
ourcatspawisonthefield^commander*letthemtakethebruntofthefireandweshouldbeabletocleanupwhoeversleftalive*,指挥官 我们的傀儡在战场上了. 让他们首当其冲 我们应该能清理还活着的人.
ouremployersareprovidinguswithextrasupport^commander*,我们的雇主正在为我们提供额外的支援 指挥官.
ouremployersaresignalingthattheconvoyhasenteredtheregion*timetomoveout*,我们的雇主正在发出信号 表示车队已进入了该地区. 该出动了.
ouremployersintelwasaccurate^commander*wevespottedourtargets*,我们雇主的情报是准确的 指挥官. 我们找到目标了.
ouremployersneedustokeepaneyeoutforthepropagandaagent^asthisisonepossibleescaperouteshemighttake*,我们的雇主需要我们密切注意宣传员 因为这是她可能采用的一条逃跑路线.
ourengineeringcrewsareunderway*keeptheirapcsprotected^andtheyllbringthoseturretsonline!,我们的工程人员在路上了. 保护他们的装甲运兵车 他们就会让那些炮台上线!
ourinfluencespreads^asdoourgarrisons*yourhelphasbeeninvaluableinthis^commanderandwewouldliketoofferyoumorework^providingyouarenotalreadyoverwhelmed*letusknowsoon^please*,我们的影响扩大了 我们的驻军也扩大了. 在这方面你的帮助是无价的 指挥官\u2014如果你没有不堪重负的话 我们愿意向你提供更多的工作. 请尽快让我们知道.
ourpeopletookabeatinginarecentengagement^commander^andwelostanentirelance*oneofourpilotswaskilledwhentheirmechfellover^andthelastofthe{team_tar*factiondef*demonym}survivorswasabletogetourmechbackonitsfeet*nowtheyrehopingtogetitsafelytotheirdropshipandclaimitfortheirown*weneedyoutostoptheirsalvageattempt^andbringthatmechdown*itsstillanactivebattlefielddownthere^sonotellingwhatyoullencounter*,我们的人在最近的一次战斗中遭遇了惨败 指挥官 我们损失了一整只小队. 我们的一个驾驶员在他们的机甲倒下时死了 最后一个{TEAM_TAR.FactionDef.Demonym}幸存者成功地让我们的机甲重新站了起来. 现在他们希望把机甲安全地送到他们的空投艇上据为己有. 我们需要你停止他们的回收行动 并打掉那部机甲. 那里仍然是活跃的战场 所以不好说你会碰到什么.
ourrecoveryteamismovingintotakepossessionofthesilo*,我们的回收队正前去接管发射井.
ourtargethasenteredsensorrange!,我们的目标已经进入传感器范围!
ourtargetsshouldbesomewhereinthisvicinity*letshitthemhardandgetthemalllookinginourdirection*,我们的目标应该在这附近的某个地方. 让我们狠狠地打击他们 让他们都看向我们这边.
ourtargetsshouldbesomewhereinthisvicinity*letshitthemhardandgetthemexcited*,我们的目标应该在这附近的某个地方. 让我们狠狠地打击他们 让他们兴奋起来.
ourtargetwillboardtheoccupyingmech;youllneedtokeephersafewhileyouheadtotheextractpoint*,我们的目标将登上来占领的机甲; 你需要在前往撤离点的时候保证她的安全.
outhereintheperiphery^itsalwaysalife-or-deathstruggleformercenaries*thatswhyiappreciateyoureffortstocompletethemission^evenifyoucouldntmanageit*,在外围这儿 佣兵们总是生死拼搏. 这就是为什么我欣赏你为完成任务所做的努力 即使你无法完成它.
outofammo,弹药不足
outoffunds,资金不足
outofhand,失去控制
outsideofcombat^yourentirelancemovesinanyorder*youcanevenhavemultipleunitsmovingatthesametime*,不在战斗的时候 你的整个小队可以按任意顺序移动. 你甚至可以同时移动多个单位.
outstandingwork^commander*youhaveperformedyourtaskwiththegrimefficiencythatitrequired*,出色的工作 指挥官. 你以任务所要求的坚强不屈完成了它.
partdaredevil^partsolarisgladiator^showboatspecializesindeathfromabove*sheprefersmechsequippedwithjumpjets^smallweapons^andextraarmor^inthatorder*newlinenewlinepreferredbattlemechs:urbanmechum-r60^shadowhawkshd-2h/d^griffingrf-1n/s,"演艺船"既有鲁莽胆大的一面 也有索拉里斯角斗士的一面 擅长"死神天降"攻击. 依照偏好的顺序 她偏好装备了跃进喷射器 小型武器和额外装甲的机甲.\n\n<u>首选战斗机甲</u>: <b>"城市机甲"UM-R60</b> <b>"影鹰"SHD-2H/D</b> <b>"狮鹫"GRF-1N/S</b>
partiallycommityourresourcestohelpdr*murad*,投入你的部分资源帮助穆拉德博士.
pell,佩尔
pellwasnevermorethanastopping-offpointonthewaytobuenosaires*duringthethirdsuccessionwartherefuelingstationinorbitwasshutdownduetolackofpartsandtechnicalexpertise*thecapellanshavesinceabandonedthesystem*,佩尔只不过是前往布宜诺斯艾利斯途中的一个中间站. 在第三次继承战争期间 由于缺乏零件和技术知识 轨道上的加油站被关闭. 御夫星人自那以后放弃了该星系.
perhapsuniquely^thereisverylittledistinctionbetweennobilityandthecommonsintauriansociety*nobletitlescomewithmoreobligationsthanrewards^makingconcordatnobilitytruepublicservants*,或许独特的是 在金牛社会中 贵族和平民之间几乎没有区别. 贵族头衔带来的义务多于回报 这使得协约国贵族成为了真正的公仆.
perhapsuniquely^thereisverylittledistinctionbetweennobilityandthecommonsintauriansociety^andthepeopleoftheconcordatarelargelyfree^well-educated^andprosperous*,或许独特的是 在金牛社会中 贵族和平民之间几乎没有区别 协约国人民大多享有自由 受过良好教育而且富裕.
peripherymagistracycommon,外围自治区平民
pilotingapiratedropshiprequiresnerveandguts^andalittleinsanity*regularuseofpiratejumppointsaboardjumpshipsofdubiousquality^aswellasthehazardsoftravelwelloutsideoftheusualclearedshippinglanes^meanthatskilledpilotsareinhighdemandamongpiratecrews*,驾驶海盗空投艇需要勇气和胆量 还要有点疯狂. 经常登上质量可疑的远航舰使用海盗跃迁点 以及在普通的安全航道之外航行的危险 意味着海盗船员对熟练飞行员的需求很大.
pirategangrepresentative,海盗团伙代表
piratesarentknownforcompetentplanning^commander*still^theirscrew-upisourpayday*,指挥官 海盗并不以合格的策划而闻名. 尽管如此 他们搞砸了就该我们收钱了.
pleaseenteracallsign*,请输入一个呼号.
long-rangescansprovidedtousbyhousegallasshowtaurianforcesconvergingonthislocationalongthreeseparatevectors*,加拉斯家族提供给我们的远程扫描显示出金牛军队沿着三条不同的路线聚集在这一地区.
gallas,加拉斯
thebadlandsareagoldmineofrare-earthmetalsandandfissilematerials*thedirectoratehasseizedcontrolofhousegallasslargestprocessorandrefinery^andtheyregettingreadytomoveayearssupplyofexoticmaterialsoffworld*,这片劣地是一处稀土金属和裂变材料的金矿. 理事会已经占据了加拉斯家族最大的处理精炼厂 他们正准备将一年供应量的异种材料运离这里.
thisisaconvoyescortmission*weneedtotakeapredeterminedpostition^rendezvouswiththeconvoy^andgetittoitsdestinationinonepiece*,这是一个车队护送任务. 我们需要占领预先约定的位置 同车队会合 然后完整地带它到目的地.
somehowwevelet{team_tar*factiondef*name}gettheirhandsononeofourlessreliablesuppliers*itonlytookthemafewdaystobreakher^andnowshesreadytospillallkindsofsecretsincourt*thatisntinourbestinterests^andsinceyouretalkingtous^itsnotinyours^either*wedliketodemonstratewhathappenstothosewhosnitch*shesbeingtransportedtoasecurefacilitybygroundvehicle*wedontknowwhichvehicleshellbein^sojusttakethemallout*ifyouhelpussendamessagebywipingoutalltheescorts^theresabonusinitforyou*,不知怎的 我们让{TEAM_TAR.FactionDef.Name}人染指了我们一个靠不住的供应商. 他们只用了几天就攻破了她 而现在她准备出庭托出所有秘密. 那不符合我们的最佳利益 而既然你和我们谈了 那这事也就不符合你的利益了. 我们要以那些告密者身上所发生的事情来示威. 她正由地面车辆运往一座安全设施. 我们不知道她在哪辆车上 所以只管全部干掉. 如果你扫荡了所有护卫 帮我们传达了信息 也会给你奖金.
somehowwevelet{team_tar*factiondef*name}gettheirhandsononeofourlessreliablesuppliers*itonlytookthemafewdaystobreakher^andnowshesreadytospillallkindsofsecretsincourt*thatisntinourbestinterests^andsinceyouretalkingtous^itsnotinyours^either*wedliketodoalittlebitofwitnesstampering^ofthefatalvariety*shesbeingtransportedtoasecurefacilitybygroundvehicle*wedontknowwhichvehicleshellbein^sojusttakethemallout*ifyouhelpussendamessagebywipingoutalltheescorts^theresabonusinitforyou*,不知怎的 我们让{TEAM_TAR.FactionDef.Name}人染指了我们一个靠不住的供应商. 他们只用了几天就攻破了她 而现在她准备出庭托出所有秘密. 那不符合我们的最佳利益 而既然你和我们谈了 那这事也就不符合你的利益了. 我们要小小地骚扰一下证人 致命的那种. 她正由地面车辆运往一座安全设施. 我们不知道她在哪辆车上 所以只管全部干掉. 如果你扫荡了所有护卫 帮我们传达了信息 也会给你奖金.
steinercombat,施泰纳作战人员
steinercommoner,施泰纳平民
steinercommonerorigin,施泰纳平民出身
steinergarrison,施泰纳守备部队
steinerpoor,施泰纳穷人
thebadlandsareagoldmineofrare-earthmetalsandfissilematerials*thedirectoratehasseizedcontrolofhousegallasslargestprocessorandrefinery^andtheyregettingreadytomoveayearssupplyofexoticmaterialsoffworld*,这片劣地是一处稀土金属和裂变材料的金矿. 理事会已经占据了加拉斯家族最大的处理精炼厂 他们正准备将一年供应量的异种材料运离这里.
oneofthefoundingplanetsofthetaurianconcordat^samanthaisalargeplanetwherecold-weatherentertainmentthrivesandabroadrangeofmanufacturingindustriesbenefitfromthelowtemperatures*,萨曼莎是金牛协约国的创始行星之一 是一颗大行星 在那儿 适于寒冷天气的娱乐产业蓬勃发展 许多制造业也受益于低温环境.
captain^thisisargoactual*understood;letsgetthisdone*,上尉 这里是阿尔戈号指挥官. 明白了; 让我们把这做完.
careerrank:kerensky,生涯级别: 克伦斯基
catapult(siegewarfare),弩炮(攻城战)
points,分数
pointsearned,获得分数 
pointsearned:,获得分数: 
content,内容
currentrotation,当前旋转角
positive,正面的
positivefactionreputation,正面派系声望
calseraigne,卡塞莱涅
chris,克里斯
chu-i(lieutenant),中尉(中尉)
c-mission,C-任务
drozan,德罗赞
modifiedbattlemechloadout,已修改的机甲装载
modifiermaximumexceeded,超出修正因子最大值
modifyarmor-{0},调整装甲 - {0}
modifymech-{0},调整机甲 - {0}
muchtoomuch,太多了
onit!,在上面！
online,在线
test9,"测试9号"
cancelearly-complete,取消提前完成
cancelearly-reward,取消提前奖励
cancellate-complete,取消延迟完成
cancellate-reward,取消延迟奖励
cancel-reward,取消-奖励
captain^argoactual*wecopy*letswrecksomemetal*,上尉 阿尔戈号指挥官. 我们明白. 让我们打碎这些铁疙瘩吧.
captureescort,捕获护卫
carlvonclausewitz,卡尔·冯·克劳塞维茨
carmichael,卡迈克尔
carnby,卡恩比
carthage,迦太基
cassilda,卡西尔达
chandan,金登
chu-iallison,艾利森中尉
chu-igaku,贺久中尉
cinematic,动画
circulatetheholovidchipsamongthecrew*,在船员中传阅全息影视芯片.
clash,冲突
clash(15m),冲突 (15M)
clashoftitans,泰坦之战
cleanandsober,干净又清醒
cleanoutcome,清白的结果
clipboard,剪贴板
cloaked!,已隐藏!
closewindow,关闭窗口
cluffsstand,克拉夫的捍卫
commandofaninfantryunit^evenjustaplatoon^isadangerousandterrifyingroleonbattlefieldsthatalsoincludetoweringbattlemechs*infantryofficersveryquicklylearniftheyhavewhatittakes*,在包含高大机甲的战场上 指挥一支步兵单位 哪怕只有一个排 也是个危险和可怕的岗位. 步兵军官若是有能力这么干的话 很快就会学到这点.
comstar-issuedidentificationcarriedbymechwarriorsinthefield*,机甲战士在战场上携带的通讯之星认证书.
congrats^youvekilledaholo-vidcelebrity*timetoexit^stageleft*,恭喜 你击杀了一位全息影像明星. 该走了 离开舞台.
conscriptedfelon,被征召的重犯
consecutivedrops,连续空投
dainmarmajoris,丹马尔马约里斯
damagedguid,受损的标识符
daol,道尔
dateformoverlay,日期格式覆盖
deathkrusade,死神十字军
deedah,迪达
defeatindetail,失败详情
discountmedipatches,梅迪医疗贴折扣
dismantlethestill*,拆除蒸馏器.
disruptthe{team_tar*factiondef*demonym}reconnaissancemission,扰乱{TEAM_TAR.FactionDef.Demonym}的侦察任务
diva,迪娃
dropshipsfunctionasaresultofmassiveapplicationofmanpower^tooperateandmaintainavarietyofbarely-understoodtechnology*forthosewithdreamsofspace^regionalnaviesarealwaysanoption*,空投艇的运转是大量人力操作 维护各种知之甚少的技术的结果. 对于那些梦系太空的人而言 地方船队始终是个选择.
duchyoftamarind,塔马林德公国
dukehassidricol,哈希德·里科尔公爵
dukeroydenbisset,罗伊登·比塞特公爵
dunianshire,邓尼亚郡
gakuhironaka,贺久广仲 
galedonregulars,盖尔登常备团
galedonregularsofficer,盖尔登常备团军官
gallant,豪侠
gamesshown:{0},已展示游戏: {0}
gamestartingin:{0}second{1},游戏开始时间： {0}秒{1}
gang,帮派
gangenforcer,帮派执法者
gardnaus,加德瑙斯
grafalbanstieglitz-bradford,格拉夫·阿尔班·施蒂格利茨-布拉德福德
granerahasnotbeenstrategicallyimportantsincethereunificationwar^whenitwasasupplydepotforsldfforcesdeployedagainstthemagistracy*itisaminormarikcolonyworldnow^withasmallbutgrowingpopulation*,自统一战争以来 格拉内拉在战略上就不重要了 当时它是部署在自治区面前的星际联盟防卫军的补给站. 现在它是一颗较小的马里克殖民星球 人口虽少却在不断增长.
grantabroadshoreleaveforanyonetoattend*,授权一般性登岸假给任何想参与的人.
greathousesoftheinnersphere,内天体大家族
guldra,古尔德拉
hereditaryoligarch-duchyofandurien,世袭寡头--安德瑞恩公国
hibuarius,希布拉乌斯
hiddenheavytimer,隐藏 Heavy Timer
hiddenobjectivetimer,隐藏目标计时器
hiddenobjetive:destroythesecondlance,隐藏任务: 消灭第二支小队
hiddenreinforcementdriver,隐藏援军驾驶员
moderatelyeffective,中等有效
modge,模式
mood,情绪
moods,情绪
moralehit,士气受到打击
mostofryersonslowlandsaretakenupbyasinglemassivemegacity^carefullyplannedinthereconstructionfollowingthesecondsuccessionwar*industrialcentersinthehighlandssupplyrawmaterialstothefactoriesattheoutskirtsofthecity*,瑞尔森的大部分低地都被一座巨大的巨型城市占据了 这是在第二次继承战争后的重建中精心规划的. 高地的工业中心为市郊的工厂提供原材料.
motionblur,运动模糊
move,移动
movedself,移动自己
moveonlyasmallamountofsupplies*,只移动少量给养.
movethestilltothekitchen*,把蒸馏器搬到厨房去.
movetointercepttheconvoyandprovidecoverandsupportwhiletheyescape*,前去拦截车队 在他们逃跑时提供掩护和支援.
movetointerceptthemandprovidesupport*,前去拦截他们并提供支援.
